10000 100000
8227 5385 1000000
5455 5385 1000000
7802 9381 -212867
1394 3594 1000000
3445 9205 1000000
9832 3705 -212891
4467 6890 1000000
4818 3594 1000000
5246 7824 1000000
9632 5822 1000000
4484 5385 1000000
6089 4170 1000000
5268 8706 1000000
9800 5385 1000000
8339 9478 1000000
9199 5822 1000000
4372 6890 1000000
893 2410 -216049
4797 5822 1000000
7987 8706 1000000
3143 4170 1000000
2651 5822 1000000
6482 5822 1000000
3075 437 -213613
7815 4170 1000000
7385 8706 1000000
1973 8706 1000000
346 7824 1000000
2033 5385 1000000
5640 6890 1000000
6476 9478 1000000
6529 7824 1000000
9692 6890 1000000
967 1206 -213180
3399 6890 1000000
6606 3471 -218941
995 9205 1000000
3220 3594 1000000
573 8706 1000000
6578 8706 1000000
6600 9205 1000000
5752 3594 1000000
719 4170 1000000
5342 6890 1000000
2394 9478 1000000
2754 9478 1000000
7322 6890 1000000
6109 9478 1000000
1289 8706 1000000
4762 5385 1000000
158 9478 1000000
7575 5822 1000000
5431 4170 1000000
4655 4170 1000000
189 3594 1000000
3404 5385 1000000
5388 8706 1000000
9192 9478 1000000
4283 5822 1000000
2731 4170 1000000
7304 5822 1000000
8887 6890 1000000
5282 8706 1000000
6779 7824 1000000
8562 9478 1000000
8407 5822 1000000
9648 9478 1000000
231 9478 1000000
9492 4170 1000000
3331 5822 1000000
6414 5385 1000000
2176 3594 1000000
4050 3594 1000000
9033 5822 1000000
5417 8706 1000000
6387 6890 1000000
7659 5822 1000000
5590 8706 1000000
3028 6890 1000000
1344 9205 1000000
4169 5385 1000000
1524 6890 1000000
1346 6890 1000000
1384 6234 -218671
6757 6890 1000000
5561 9205 1000000
3743 6890 1000000
7668 3594 1000000
4485 5385 1000000
1546 6890 1000000
850 8706 1000000
4908 9205 1000000
4101 5822 1000000
9958 892 -214444
6345 6890 1000000
8445 7824 1000000
8105 9478 1000000
8723 6890 1000000
5623 4170 1000000
6805 8706 1000000
8044 9205 1000000
6951 4170 1000000
7000 5385 1000000
6580 7824 1000000
71 4170 1000000
2133 7824 1000000
244 7824 1000000
4501 3594 1000000
1141 5385 1000000
4251 5385 1000000
8435 6890 1000000
2386 5822 1000000
8024 8706 1000000
4769 9478 1000000
3650 5385 1000000
8460 8706 1000000
7887 5822 1000000
9264 5822 1000000
6813 4170 1000000
1791 4170 1000000
5183 9205 1000000
6338 8706 1000000
4567 5385 1000000
6544 8706 1000000
1065 6890 1000000
7288 5385 1000000
4643 3594 1000000
4966 4170 1000000
7914 5822 1000000
2240 6890 1000000
4587 5822 1000000
1057 9478 1000000
2761 4170 1000000
402 9205 1000000
814 3240 -210542
4423 8474 -214101
849 6890 1000000
1337 8706 1000000
3540 9478 1000000
9016 6890 1000000
9884 5822 1000000
3647 9205 1000000
5173 9205 1000000
8913 9205 1000000
6664 5385 1000000
2299 9205 1000000
7622 4170 1000000
2727 9205 1000000
9215 6890 1000000
4804 5847 -210251
6891 5385 1000000
3198 9478 1000000
6675 5822 1000000
8787 6890 1000000
3377 7824 1000000
8127 3594 1000000
3760 9478 1000000
1480 7824 1000000
509 5822 1000000
7387 9478 1000000
9174 3594 1000000
1384 9478 1000000
7636 8706 1000000
2673 8706 1000000
5682 5227 -210580
421 4170 1000000
7449 9478 1000000
2985 8706 1000000
6299 6890 1000000
9263 9641 -211915
8013 5385 1000000
534 9205 1000000
1862 9205 1000000
9834 6890 1000000
8685 5822 1000000
4679 6890 1000000
2948 4170 1000000
845 9478 1000000
7790 8706 1000000
8919 5822 1000000
7465 3300 1000000
4889 7824 1000000
9261 3594 1000000
2911 3594 1000000
6372 989 -216586
3353 8706 1000000
837 7824 1000000
8444 5822 1000000
5738 9696 -216313
2815 9478 1000000
9830 5822 1000000
1477 7824 1000000
4678 5385 1000000
5760 5822 1000000
4421 4170 1000000
2141 5822 1000000
7842 8706 1000000
4290 9478 1000000
9681 9478 1000000
6500 8706 1000000
4324 8706 1000000
4578 9205 1000000
7333 3594 1000000
345 4420 -219266
4122 6890 1000000
2316 4170 1000000
6276 6890 1000000
1588 4059 -214525
2433 5822 1000000
4942 3594 1000000
2987 3300 1000000
4339 4505 -211410
6504 4020 -211573
6760 8706 1000000
2703 3594 1000000
6964 9205 1000000
5445 7730 -218895
4056 4170 1000000
5208 9205 1000000
6421 720 -211693
5310 5385 1000000
8115 3594 1000000
8468 3594 1000000
4915 8378 -211895
2455 5385 1000000
6979 7824 1000000
1057 9205 1000000
7855 4170 1000000
449 5385 1000000
3026 5822 1000000
7547 5385 1000000
8431 5822 1000000
2129 4170 1000000
388 3594 1000000
6647 4170 1000000
8757 8706 1000000
1240 5822 1000000
2932 5822 1000000
2138 3594 1000000
5781 5822 1000000
7337 9205 1000000
7464 6290 -212188
9546 3100 -215419
5361 5822 1000000
8364 6890 1000000
3562 6890 1000000
2584 6890 1000000
1866 9478 1000000
9929 9205 1000000
5627 5385 1000000
4728 9478 1000000
5087 5859 -215283
1796 9478 1000000
2513 5385 1000000
9222 4170 1000000
5949 9478 1000000
6048 7824 1000000
892 7824 1000000
8651 5026 -213553
5191 8706 1000000
7963 3594 1000000
9371 3594 1000000
3502 6890 1000000
753 3594 1000000
2320 6890 1000000
2188 5385 1000000
8371 8706 1000000
833 4130 -211947
5577 9478 1000000
2142 6890 1000000
5008 7898 -212204
781 9205 1000000
5710 9205 1000000
3414 9478 1000000
9229 5385 1000000
8628 3594 1000000
2332 9205 1000000
7158 5385 1000000
1299 8706 1000000
7066 3290 -211712
8852 7824 1000000
4341 5822 1000000
4131 9478 1000000
8998 7824 1000000
5456 3594 1000000
9307 4170 1000000
2126 3594 1000000
782 3594 1000000
6308 8706 1000000
8617 9205 1000000
3632 9478 1000000
4531 3594 1000000
3581 5385 1000000
5817 1516 -213661
5956 8706 1000000
6059 7824 1000000
4606 6890 1000000
1596 3594 1000000
4374 6890 1000000
4561 3594 1000000
9057 9205 1000000
1606 5822 1000000
5007 7824 1000000
8818 5385 1000000
1182 5822 1000000
6545 6890 1000000
9143 7824 1000000
9283 4170 1000000
2518 8706 1000000
9351 4170 1000000
3744 7824 1000000
8240 3594 1000000
9450 7824 1000000
8822 5822 1000000
8114 9478 1000000
4657 5822 1000000
8424 9478 1000000
3216 4170 1000000
3238 6890 1000000
9848 9478 1000000
1280 5822 1000000
4939 7708 -210280
5877 5822 1000000
385 8706 1000000
1880 3594 1000000
6799 5822 1000000
5959 9478 1000000
3370 6890 1000000
2769 8706 1000000
218 4170 1000000
1364 9478 1000000
521 6946 -215249
5327 6890 1000000
8276 5385 1000000
6649 5822 1000000
8708 3594 1000000
8898 8706 1000000
6899 4170 1000000
7788 9478 1000000
8800 3594 1000000
1877 6890 1000000
8316 8706 1000000
6334 5385 1000000
3583 5385 1000000
4180 6890 1000000
5229 3594 1000000
4558 8706 1000000
7906 9205 1000000
1326 9205 1000000
2907 6890 1000000
9224 8706 1000000
6640 3594 1000000
932 7824 1000000
5746 9205 1000000
1883 9478 1000000
3624 5822 1000000
6875 3594 1000000
8622 4170 1000000
126 9205 1000000
4814 8706 1000000
846 7824 1000000
1357 9205 1000000
7881 6890 1000000
7250 9205 1000000
6419 6890 1000000
542 4170 1000000
7562 6890 1000000
7220 5385 1000000
5236 6890 1000000
6763 9478 1000000
8438 6890 1000000
2958 3450 -209768
4731 4170 1000000
381 5385 1000000
136 348 -214979
1783 9205 1000000
6991 4170 1000000
6795 5385 1000000
9317 3594 1000000
3804 5822 1000000
6422 3594 1000000
4645 4170 1000000
9126 5822 1000000
6646 3594 1000000
5675 9205 1000000
9806 7824 1000000
6215 7824 1000000
4577 8706 1000000
819 5822 1000000
6336 7824 1000000
2366 6890 1000000
6392 3594 1000000
7250 8706 1000000
3565 3594 1000000
9353 2149 -211189
5060 9205 1000000
710 4170 1000000
5477 7824 1000000
5593 7824 1000000
8899 8706 1000000
784 7824 1000000
6933 7824 1000000
2373 9205 1000000
8655 5822 1000000
9052 3594 1000000
7810 3594 1000000
9416 5822 1000000
8834 5385 1000000
2818 9205 1000000
1468 4170 1000000
9940 7824 1000000
9160 4170 1000000
7151 8706 1000000
9615 8706 1000000
795 4170 1000000
4014 5822 1000000
5120 5822 1000000
7607 9205 1000000
3518 4170 1000000
6959 9205 1000000
4842 6890 1000000
6103 9205 1000000
3374 9205 1000000
469 5822 1000000
7632 5385 1000000
9480 9718 -215430
110 4170 1000000
2701 4170 1000000
4983 9600 -210709
4179 2938 -211095
1607 7824 1000000
9419 1214 -215032
6704 4973 -212776
8210 6890 1000000
3867 5822 1000000
5803 9205 1000000
8880 9478 1000000
2775 5822 1000000
7918 9478 1000000
2656 7824 1000000
1662 6890 1000000
6077 6890 1000000
8705 5385 1000000
8083 8706 1000000
9965 6890 1000000
2693 5822 1000000
4707 5385 1000000
9344 5385 1000000
2422 6890 1000000
1665 6890 1000000
2745 8706 1000000
1137 3594 1000000
4641 5822 1000000
2564 3594 1000000
6806 9205 1000000
9145 9205 1000000
9231 9740 -216385
905 9478 1000000
1053 7186 -215985
1326 5385 1000000
7281 4170 1000000
3667 6890 1000000
8337 9205 1000000
1382 9478 1000000
8881 5385 1000000
5382 9205 1000000
519 7824 1000000
2979 7824 1000000
9673 4170 1000000
1466 5805 -210877
5309 5822 1000000
410 4170 1000000
8346 7354 -217581
9057 9478 1000000
1367 5385 1000000
8100 5385 1000000
6981 8706 1000000
326 9205 1000000
6195 6890 1000000
834 8706 1000000
8984 4170 1000000
4785 7824 1000000
2481 5822 1000000
87 5822 1000000
8062 9478 1000000
7522 9205 1000000
5801 7824 1000000
5186 9205 1000000
1795 7824 1000000
4499 5385 1000000
5406 6890 1000000
3337 1368 -218699
6934 8706 1000000
2707 7824 1000000
7764 8706 1000000
2114 3296 -214487
9548 7824 1000000
2599 5385 1000000
9781 8153 -211485
841 5822 1000000
965 9275 -216719
2557 9205 1000000
661 7824 1000000
3516 8208 -212609
2053 3594 1000000
9263 3594 1000000
8292 4170 1000000
3642 9205 1000000
9301 5822 1000000
7563 6890 1000000
3674 9205 1000000
7998 9478 1000000
1246 9478 1000000
8017 8706 1000000
812 6890 1000000
3793 9205 1000000
2684 9205 1000000
1422 7824 1000000
1376 4170 1000000
615 3594 1000000
7397 4170 1000000
4992 3594 1000000
8783 3594 1000000
3050 9478 1000000
7592 4170 1000000
2069 8706 1000000
5945 5822 1000000
2433 7824 1000000
5758 5822 1000000
1358 8706 1000000
4137 3072 -212077
7662 5822 1000000
1673 3594 1000000
9429 5385 1000000
1416 8706 1000000
2914 9205 1000000
8541 3594 1000000
8256 9478 1000000
7677 6890 1000000
2316 7824 1000000
7114 3594 1000000
6163 9478 1000000
9459 7824 1000000
4299 5822 1000000
8077 7824 1000000
4982 8706 1000000
7968 8706 1000000
974 4624 -210159
2978 5822 1000000
7022 3594 1000000
7568 3594 1000000
8795 9478 1000000
7301 7824 1000000
665 3594 1000000
2259 7824 1000000
192 6890 1000000
7441 5385 1000000
7916 8706 1000000
4418 4170 1000000
2738 5385 1000000
1575 5822 1000000
4028 3594 1000000
5748 5822 1000000
2941 8706 1000000
8420 3594 1000000
9609 5822 1000000
7385 3002 -216284
4173 5822 1000000
6145 8706 1000000
7205 7824 1000000
1796 5822 1000000
7238 8706 1000000
6876 8706 1000000
1754 9478 1000000
4405 9949 -213950
1817 7824 1000000
341 5822 1000000
8250 9205 1000000
5899 4170 1000000
1409 7824 1000000
4781 8706 1000000
1682 3594 1000000
6596 7520 -215631
8926 5385 1000000
3064 8706 1000000
4800 9478 1000000
4422 899 -215266
1874 4170 1000000
286 5822 1000000
3174 3594 1000000
1299 5385 1000000
2750 2800 -213263
1024 8706 1000000
4449 9205 1000000
2789 6890 1000000
412 9205 1000000
2927 4170 1000000
598 8706 1000000
2847 1204 -213700
1490 9478 1000000
2613 3594 1000000
1992 7824 1000000
4671 5822 1000000
7532 3594 1000000
793 7824 1000000
4923 6453 -218036
1097 9478 1000000
9764 5822 1000000
8091 9205 1000000
4142 9478 1000000
6220 6890 1000000
7731 7824 1000000
6543 9478 1000000
7701 8706 1000000
4532 5822 1000000
623 5822 1000000
3511 8706 1000000
2123 3594 1000000
8505 3594 1000000
367 6890 1000000
3431 7824 1000000
230 9478 1000000
1434 7824 1000000
7416 9478 1000000
9342 7824 1000000
3686 9205 1000000
9240 9478 1000000
2375 8706 1000000
6113 9205 1000000
9684 9478 1000000
9516 1334 -217681
215 5385 1000000
8774 5385 1000000
9213 9205 1000000
4402 5822 1000000
6468 8706 1000000
9212 4170 1000000
4255 5822 1000000
6240 8706 1000000
689 9478 1000000
6398 9205 1000000
220 7824 1000000
2083 6890 1000000
3167 3594 1000000
5466 9478 1000000
5343 8706 1000000
124 5822 1000000
9068 9205 1000000
8387 3594 1000000
6786 8706 1000000
6901 8706 1000000
722 7824 1000000
82 9478 1000000
3904 4170 1000000
5658 8706 1000000
9273 9205 1000000
868 5385 1000000
2655 9205 1000000
1690 4091 -216882
7671 5385 1000000
2462 6890 1000000
6085 5991 -213433
6704 9205 1000000
1380 7824 1000000
832 6890 1000000
9263 6890 1000000
667 7824 1000000
3247 4170 1000000
5177 8706 1000000
8509 5822 1000000
6200 9478 1000000
7108 5385 1000000
7065 9205 1000000
84 7824 1000000
2371 8706 1000000
5212 7824 1000000
6525 5385 1000000
6054 3594 1000000
9479 9205 1000000
6058 9478 1000000
188 5385 1000000
676 8706 1000000
3762 6890 1000000
2811 6890 1000000
7381 9478 1000000
8825 6042 -214877
8191 6890 1000000
6794 5385 1000000
8664 6890 1000000
4694 3594 1000000
8866 5822 1000000
4991 3594 1000000
6500 9478 1000000
5097 9478 1000000
955 3594 1000000
3441 6890 1000000
3077 4170 1000000
6698 8706 1000000
4084 7824 1000000
455 7824 1000000
7594 9205 1000000
9463 5822 1000000
1451 8706 1000000
1531 6890 1000000
4088 8706 1000000
2012 7824 1000000
6044 7824 1000000
1408 6890 1000000
2110 4170 1000000
9775 5385 1000000
173 5385 1000000
4795 4170 1000000
5498 3594 1000000
3023 5385 1000000
3560 9478 1000000
9615 5822 1000000
6434 5385 1000000
380 9205 1000000
8904 8706 1000000
991 6890 1000000
1518 5822 1000000
5871 6890 1000000
9305 5822 1000000
3522 9205 1000000
6064 7824 1000000
6324 7269 -210312
8151 9577 -219684
3800 3594 1000000
3666 9478 1000000
9767 5822 1000000
1581 3594 1000000
3656 3594 1000000
3208 9205 1000000
8098 6890 1000000
6418 7598 -217981
2547 9205 1000000
2421 9478 1000000
3647 3594 1000000
4706 6890 1000000
3881 4170 1000000
8482 8040 -215848
8109 9205 1000000
244 3594 1000000
597 9478 1000000
437 9478 1000000
1283 5822 1000000
4979 4170 1000000
5592 7824 1000000
9892 6890 1000000
3877 3638 -212661
4090 6890 1000000
4952 5822 1000000
2922 7682 -210217
735 8706 1000000
3835 5385 1000000
1383 9205 1000000
8727 3192 -215706
3114 5822 1000000
4913 6890 1000000
8762 9205 1000000
7258 5385 1000000
1946 2771 -210141
7928 4170 1000000
5005 6890 1000000
3189 7824 1000000
4585 9205 1000000
8883 7824 1000000
3116 9478 1000000
7311 5822 1000000
9758 5385 1000000
4872 8095 -219011
8468 6890 1000000
2695 9205 1000000
6574 6890 1000000
369 4170 1000000
9463 8706 1000000
617 8706 1000000
5449 5385 1000000
85 6305 -211294
1574 7824 1000000
2062 5822 1000000
7846 8343 -219574
5891 5822 1000000
2028 8706 1000000
7810 8706 1000000
4361 4170 1000000
3432 9478 1000000
249 7824 1000000
3571 5385 1000000
5937 7674 -214224
9368 9478 1000000
3023 1544 -216520
1532 6890 1000000
5907 5822 1000000
5308 7824 1000000
5653 7824 1000000
4174 5385 1000000
2249 5875 -211933
1621 6890 1000000
8938 5822 1000000
2007 5385 1000000
2723 4170 1000000
714 9205 1000000
6965 9478 1000000
8331 4170 1000000
8142 9205 1000000
6894 6890 1000000
6051 9478 1000000
1836 6890 1000000
5845 9478 1000000
3349 6551 -211596
7334 4170 1000000
7551 5822 1000000
2055 4170 1000000
657 4170 1000000
8615 3594 1000000
7019 9205 1000000
740 5385 1000000
4285 9478 1000000
1177 9478 1000000
2556 5822 1000000
9135 5385 1000000
3738 444 -215531
5187 5385 1000000
4941 4170 1000000
7912 9478 1000000
3644 6890 1000000
9272 5822 1000000
8547 3594 1000000
4876 6993 -213498
5348 9478 1000000
2322 4170 1000000
6055 7824 1000000
794 3594 1000000
8620 8706 1000000
3459 9478 1000000
7736 7824 1000000
3581 5717 -214700
5674 5822 1000000
9668 8706 1000000
4925 5385 1000000
7839 9478 1000000
7344 6890 1000000
5083 9205 1000000
1318 3594 1000000
1582 9478 1000000
3634 9478 1000000
7467 5385 1000000
4660 3594 1000000
1769 3594 1000000
5715 415 -212732
5131 5822 1000000
8405 7824 1000000
7772 4170 1000000
7757 7824 1000000
170 7824 1000000
5157 7824 1000000
7141 8706 1000000
6521 8730 -212920
3601 472 -215270
9257 7824 1000000
7046 4170 1000000
5028 4170 1000000
1310 6890 1000000
1920 9205 1000000
6246 3594 1000000
8955 3594 1000000
2207 8706 1000000
5375 7824 1000000
3957 9864 -216281
6726 5822 1000000
6800 9205 1000000
7143 4170 1000000
4680 9478 1000000
7701 9205 1000000
1940 6890 1000000
8707 4170 1000000
4196 3594 1000000
4906 5822 1000000
41 3594 1000000
4010 9205 1000000
3431 9205 1000000
4967 5822 1000000
3827 3594 1000000
6172 9478 1000000
4441 4170 1000000
347 9205 1000000
5558 5756 -218576
8089 8706 1000000
4439 5385 1000000
9112 4170 1000000
7092 9205 1000000
6549 5385 1000000
5166 9205 1000000
4554 9205 1000000
7308 8706 1000000
2057 5385 1000000
7328 3594 1000000
7243 7824 1000000
6823 5385 1000000
9584 8706 1000000
3924 770 -212950
4410 7824 1000000
797 7824 1000000
6311 4170 1000000
976 5822 1000000
3622 9478 1000000
4976 3594 1000000
6704 5385 1000000
8800 3300 1000000
7247 8706 1000000
4548 9205 1000000
8939 4170 1000000
7698 9805 -212092
4569 6890 1000000
4819 9478 1000000
2155 6890 1000000
1349 6890 1000000
202 7824 1000000
3757 5822 1000000
4913 4170 1000000
811 6890 1000000
1679 9205 1000000
6049 9205 1000000
954 6890 1000000
4807 8706 1000000
737 4170 1000000
5654 6890 1000000
1799 6890 1000000
9325 8706 1000000
5073 9205 1000000
2324 6890 1000000
1788 9205 1000000
8619 7824 1000000
7748 3594 1000000
7440 3045 -213722
3664 5385 1000000
8917 3594 1000000
7109 5385 1000000
6600 6890 1000000
9818 8706 1000000
9827 7840 -212787
5140 5822 1000000
5802 4170 1000000
2193 6890 1000000
1144 8706 1000000
9054 5385 1000000
9947 4170 1000000
3142 4170 1000000
3609 5385 1000000
5022 5822 1000000
8196 5385 1000000
3890 5822 1000000
2567 3594 1000000
4779 6890 1000000
4610 5822 1000000
6305 5385 1000000
9327 9478 1000000
2309 6890 1000000
3243 6890 1000000
5546 2656 -213151
6701 7824 1000000
7681 8706 1000000
9802 8706 1000000
2900 7824 1000000
6608 7824 1000000
3367 8706 1000000
7663 7824 1000000
2772 9205 1000000
9842 3594 1000000
9851 7824 1000000
7963 5385 1000000
8881 6890 1000000
6753 5385 1000000
8285 9478 1000000
5909 6890 1000000
8774 7824 1000000
7063 7824 1000000
6018 9478 1000000
5496 4170 1000000
7432 7824 1000000
1817 9205 1000000
2655 8706 1000000
7058 5385 1000000
903 4170 1000000
4417 3594 1000000
3286 7824 1000000
882 6519 -211136
2232 3594 1000000
5919 5822 1000000
4659 4170 1000000
755 8706 1000000
1204 9478 1000000
6783 7637 -210996
107 5822 1000000
222 4170 1000000
4882 3594 1000000
5379 3594 1000000
2377 5385 1000000
2818 3594 1000000
8333 3594 1000000
8960 7824 1000000
3009 8706 1000000
5432 9205 1000000
2089 9478 1000000
7726 9205 1000000
4907 6890 1000000
1484 3594 1000000
641 6890 1000000
9413 4170 1000000
5461 8706 1000000
3301 5822 1000000
5363 9205 1000000
6067 8706 1000000
6308 6890 1000000
4239 7824 1000000
2922 4170 1000000
7512 4170 1000000
1186 5822 1000000
2815 9205 1000000
1644 5385 1000000
3608 3594 1000000
3014 7893 -213437
8 7824 1000000
8481 8598 -216442
8904 3594 1000000
8491 9478 1000000
5332 8706 1000000
1763 8706 1000000
9112 7824 1000000
4859 9478 1000000
4821 7824 1000000
7267 9478 1000000
3542 9205 1000000
3790 8706 1000000
4288 9205 1000000
4193 6890 1000000
7534 3594 1000000
8476 3594 1000000
3816 8706 1000000
1253 9478 1000000
6355 5385 1000000
8392 7824 1000000
6867 6401 -216930
8010 6890 1000000
6803 8706 1000000
2482 4170 1000000
5015 9478 1000000
9650 7824 1000000
8357 2282 -217664
7539 3594 1000000
3265 5385 1000000
2770 6636 -214280
5529 6890 1000000
8340 8706 1000000
496 8706 1000000
3135 3525 -213300
6716 6890 1000000
6440 5822 1000000
7738 6236 -217516
6517 3594 1000000
770 7824 1000000
9547 8706 1000000
795 6890 1000000
6686 6890 1000000
3999 9478 1000000
2870 5385 1000000
9739 4170 1000000
2182 4170 1000000
4060 8706 1000000
2680 9205 1000000
418 3594 1000000
2139 4170 1000000
438 3594 1000000
9968 9478 1000000
4823 6890 1000000
7421 346 -218985
6476 4170 1000000
7293 9205 1000000
2808 3594 1000000
1449 7078 -213643
3261 639 -219324
24 1694 -209959
6118 8706 1000000
2602 6569 -213099
982 5385 1000000
8945 8706 1000000
9720 3594 1000000
3030 3594 1000000
7469 9478 1000000
7820 5822 1000000
8767 5822 1000000
1497 5385 1000000
945 885 -210839
3450 6890 1000000
4323 9205 1000000
5476 6890 1000000
283 6890 1000000
7307 3594 1000000
9236 3594 1000000
6880 6890 1000000
2963 5385 1000000
5031 5822 1000000
454 6890 1000000
9161 3594 1000000
2614 9205 1000000
1639 9205 1000000
1605 8224 -219708
4560 6890 1000000
240 3594 1000000
2965 3791 -214785
8726 9478 1000000
258 6890 1000000
3744 5822 1000000
9383 5385 1000000
2940 8706 1000000
2709 9478 1000000
7904 7824 1000000
8100 5822 1000000
6042 5385 1000000
8019 8494 -212426
5595 9205 1000000
9613 4170 1000000
5291 5385 1000000
1594 5385 1000000
5891 3594 1000000
2724 4170 1000000
7880 9478 1000000
4906 8706 1000000
4993 5822 1000000
4982 5385 1000000
4390 4170 1000000
1811 6890 1000000
2895 5822 1000000
431 3594 1000000
1775 8261 -218155
6427 4187 -218740
1446 9478 1000000
4786 6890 1000000
7395 7824 1000000
1322 4170 1000000
6714 9478 1000000
8261 3594 1000000
9932 5385 1000000
525 6890 1000000
933 5822 1000000
8333 8706 1000000
2854 7824 1000000
8201 3594 1000000
603 6890 1000000
785 5822 1000000
9720 5385 1000000
1653 3594 1000000
4480 5822 1000000
9414 5385 1000000
2789 9478 1000000
2094 5385 1000000
2097 5822 1000000
2458 7824 1000000
9175 7824 1000000
7980 6890 1000000
913 5385 1000000
6422 7824 1000000
9300 5385 1000000
8652 9205 1000000
7706 9205 1000000
4016 8706 1000000
6462 6353 -219501
4796 3594 1000000
6772 4170 1000000
3418 7824 1000000
3010 7824 1000000
1733 9478 1000000
9150 4170 1000000
4416 9205 1000000
5999 8706 1000000
4003 5385 1000000
4523 7824 1000000
9232 8706 1000000
7522 4170 1000000
712 1485 -210741
6674 6890 1000000
8286 9205 1000000
580 9205 1000000
3378 5385 1000000
4167 9478 1000000
5052 4170 1000000
9336 9205 1000000
3188 5385 1000000
9157 7824 1000000
570 4170 1000000
37 4240 -216152
8254 9478 1000000
7494 9478 1000000
538 5385 1000000
8077 9115 -210147
7275 1793 -218484
1488 4170 1000000
9204 8706 1000000
3070 9205 1000000
3996 9478 1000000
8387 7824 1000000
5636 9478 1000000
7381 9205 1000000
1562 4170 1000000
1428 1869 -217194
5417 3594 1000000
982 3594 1000000
5856 5930 -217232
4267 8706 1000000
8850 8706 1000000
7269 9205 1000000
2942 9478 1000000
3990 9478 1000000
9892 5385 1000000
6170 5385 1000000
7768 5385 1000000
3582 3594 1000000
9647 6890 1000000
6502 7824 1000000
6556 5385 1000000
8967 4170 1000000
5756 5385 1000000
6296 8706 1000000
7913 9205 1000000
1706 7824 1000000
396 7824 1000000
1991 8875 -211436
9134 9478 1000000
2525 5385 1000000
754 5385 1000000
4492 4170 1000000
3140 3594 1000000
392 4170 1000000
8635 3594 1000000
7293 4170 1000000
5788 5822 1000000
6135 9478 1000000
7604 6219 -214923
3664 3594 1000000
3566 3594 1000000
6912 9478 1000000
1853 9205 1000000
9565 6890 1000000
6746 6890 1000000
8587 4170 1000000
1386 5822 1000000
2037 3594 1000000
64 7824 1000000
2449 5385 1000000
6274 7824 1000000
9570 6890 1000000
3818 5822 1000000
6333 5822 1000000
6707 3080 -215664
6526 5385 1000000
4616 9205 1000000
2517 8706 1000000
5367 8706 1000000
3628 5385 1000000
3286 5385 1000000
3965 6890 1000000
9412 3594 1000000
962 4170 1000000
392 3594 1000000
2735 8706 1000000
9301 8706 1000000
1477 9478 1000000
3389 5822 1000000
3433 8706 1000000
5671 5822 1000000
3912 7824 1000000
7570 3594 1000000
820 5385 1000000
4762 9478 1000000
6723 9205 1000000
3702 3594 1000000
4694 5385 1000000
9756 3312 -219022
2006 4170 1000000
4818 9205 1000000
6330 7824 1000000
4970 9205 1000000
1622 9205 1000000
7427 5385 1000000
1871 5385 1000000
9791 9478 1000000
5327 8063 -218787
6502 9478 1000000
2088 5385 1000000
6605 6890 1000000
4432 7824 1000000
7361 9205 1000000
2591 3594 1000000
2574 7824 1000000
1765 5822 1000000
8403 9478 1000000
718 9478 1000000
9618 7824 1000000
460 4788 -216954
5441 7824 1000000
4934 4170 1000000
7962 3594 1000000
5810 5385 1000000
7070 7824 1000000
1256 4170 1000000
8692 9478 1000000
1190 9205 1000000
7862 7824 1000000
7347 5385 1000000
4521 9478 1000000
7059 5822 1000000
3568 7824 1000000
7888 5385 1000000
6473 3594 1000000
228 5822 1000000
3493 5822 1000000
5734 9478 1000000
2322 7824 1000000
9905 3594 1000000
1529 9205 1000000
7316 3594 1000000
7280 6890 1000000
9025 3594 1000000
2427 2992 -218970
6927 6890 1000000
6303 9205 1000000
4680 3594 1000000
2942 6890 1000000
4995 5822 1000000
3515 8706 1000000
8284 6890 1000000
5093 4170 1000000
9797 9478 1000000
4269 9205 1000000
2564 9478 1000000
9582 4170 1000000
5628 8706 1000000
7580 4231 -218222
9372 6890 1000000
5139 6752 -210397
7937 7163 -211893
7268 4170 1000000
5678 4170 1000000
3956 9205 1000000
4708 9478 1000000
4811 6890 1000000
1344 7824 1000000
5783 6890 1000000
9614 5406 -217595
614 7824 1000000
9502 9478 1000000
998 209 -217659
9462 5385 1000000
117 9478 1000000
8047 9478 1000000
7089 5385 1000000
3998 3594 1000000
31 5385 1000000
6138 9478 1000000
8876 4153 -213776
9937 9478 1000000
4369 4170 1000000
7136 3594 1000000
3772 7824 1000000
951 8706 1000000
3203 9205 1000000
1988 4170 1000000
7262 3594 1000000
5078 4743 -218803
5405 9478 1000000
5907 5385 1000000
2858 9478 1000000
9907 8706 1000000
5505 4170 1000000
4115 5822 1000000
5616 9205 1000000
8641 5822 1000000
1059 3594 1000000
4998 8637 -210833
622 5822 1000000
1003 9478 1000000
322 7436 -211888
3671 7824 1000000
4921 5822 1000000
5203 9205 1000000
3932 5385 1000000
1848 9205 1000000
7397 7824 1000000
7895 6890 1000000
1014 5385 1000000
4768 4170 1000000
2866 4170 1000000
3684 5385 1000000
1309 9478 1000000
6269 6890 1000000
1085 9205 1000000
1272 9478 1000000
8566 4170 1000000
7373 9478 1000000
9275 5822 1000000
6466 8706 1000000
5632 5385 1000000
4172 7824 1000000
1283 5762 -211627
5903 9719 -217198
5280 8706 1000000
5436 4170 1000000
5105 9478 1000000
3056 3594 1000000
7464 9205 1000000
1794 4058 -212907
4089 7824 1000000
54 9478 1000000
6248 3594 1000000
9942 5822 1000000
